delay_probability,risk_score,actual_delayed,risk_tier
0.046528466,4.7,0,Low Risk
0.014468175,1.4,0,Low Risk
0.06393267,6.4,0,Low Risk
0.057210755,5.7,0,Low Risk
0.046528466,4.7,0,Low Risk
0.057210755,5.7,0,Low Risk
0.5017167,50.2,1,Medium Risk
0.071607314,7.2,0,Low Risk
0.094745636,9.5,0,Low Risk
0.08667547,8.7,0,Low Risk
0.012121621,1.2,0,Low Risk
0.06393267,6.4,0,Low Risk
0.040529415,4.1,0,Low Risk
0.073067695,7.3,0,Low Risk
0.13010095,13.0,0,Low Risk
0.073067695,7.3,0,Low Risk
0.26260644,26.3,0,Low Risk
0.26260644,26.3,0,Low Risk
0.094745636,9.5,0,Low Risk
0.21002805,21.0,0,Low Risk
0.11049534,11.0,0,Low Risk
0.06887583,6.9,0,Low Risk
0.057210755,5.7,0,Low Risk
0.008185095,0.8,0,Low Risk
0.056173477,5.6,0,Low Risk
0.057210755,5.7,0,Low Risk
0.06393267,6.4,0,Low Risk
0.11353606,11.4,0,Low Risk
0.10629746,10.6,0,Low Risk
0.057210755,5.7,0,Low Risk
0.074843176,7.5,0,Low Risk
0.057210755,5.7,0,Low Risk
0.008641449,0.9,0,Low Risk
0.046528466,4.7,0,Low Risk
0.046528466,4.7,0,Low Risk
0.09361157,9.4,0,Low Risk
0.13421631,13.4,0,Low Risk
0.029422818,2.9,0,Low Risk
0.045326587,4.5,0,Low Risk
0.33158016,33.2,1,Medium Risk
0.06393267,6.4,0,Low Risk
0.10629746,10.6,0,Low Risk
0.10614812,10.6,0,Low Risk
0.1211136,12.1,0,Low Risk
0.1256131,12.6,0,Low Risk
0.094745636,9.5,0,Low Risk
0.11968764,12.0,0,Low Risk
0.1585035,15.9,0,Low Risk
0.05527228,5.5,0,Low Risk
0.057210755,5.7,0,Low Risk
0.073067695,7.3,0,Low Risk
0.081584334,8.2,0,Low Risk
0.073067695,7.3,0,Low Risk
0.031237124,3.1,0,Low Risk
0.030613514,3.1,0,Low Risk
0.018275315,1.8,0,Low Risk
0.11968764,12.0,0,Low Risk
0.11049534,11.0,0,Low Risk
0.09724314,9.7,0,Low Risk
0.010357618,1.0,0,Low Risk
0.046528466,4.7,0,Low Risk
0.10629746,10.6,0,Low Risk
0.046528466,4.7,0,Low Risk
0.035229687,3.5,0,Low Risk
0.13696423,13.7,0,Low Risk
0.07299906,7.3,0,Low Risk
0.08691942,8.7,0,Low Risk
0.094745636,9.5,0,Low Risk
0.10629746,10.6,0,Low Risk
0.030613514,3.1,0,Low Risk
0.030613514,3.1,0,Low Risk
0.10629746,10.6,0,Low Risk
0.094745636,9.5,0,Low Risk
0.094745636,9.5,0,Low Risk
0.07125998,7.1,0,Low Risk
0.08240615,8.2,0,Low Risk
0.11049534,11.0,0,Low Risk
0.065006904,6.5,0,Low Risk
0.09301118,9.3,0,Low Risk
0.09301118,9.3,0,Low Risk
0.09301118,9.3,0,Low Risk
0.073067695,7.3,0,Low Risk
0.07059785,7.1,0,Low Risk
0.081804544,8.2,0,Low Risk
0.09560031,9.6,0,Low Risk
0.058800817,5.9,0,Low Risk
0.09667335,9.7,0,Low Risk
0.115824975,11.6,0,Low Risk
0.08623938,8.6,0,Low Risk
0.094745636,9.5,0,Low Risk
0.09560031,9.6,0,Low Risk
0.10629746,10.6,0,Low Risk
0.1834917,18.3,0,Low Risk
0.26260644,26.3,0,Low Risk
0.06168351,6.2,0,Low Risk
0.038867373,3.9,0,Low Risk
0.04752976,4.8,0,Low Risk
0.26594394,26.6,0,Low Risk
0.09560031,9.6,0,Low Risk
0.09560031,9.6,0,Low Risk
0.08693755,8.7,0,Low Risk
0.03160226,3.2,0,Low Risk
0.07216251,7.2,0,Low Risk
0.09560031,9.6,0,Low Risk
0.05980747,6.0,0,Low Risk
0.09256773,9.3,0,Low Risk
0.1835756,18.4,0,Low Risk
0.05817624,5.8,0,Low Risk
0.14750323,14.8,0,Low Risk
0.044742327,4.5,0,Low Risk
0.057210755,5.7,0,Low Risk
0.057210755,5.7,0,Low Risk
0.11229526,11.2,0,Low Risk
0.07312735,7.3,0,Low Risk
0.036017314,3.6,0,Low Risk
0.11049534,11.0,0,Low Risk
0.094745636,9.5,0,Low Risk
0.09132423,9.1,0,Low Risk
0.094745636,9.5,0,Low Risk
0.116509296,11.7,0,Low Risk
0.058753386,5.9,0,Low Risk
0.040669944,4.1,0,Low Risk
0.1071202,10.7,0,Low Risk
0.12101448,12.1,0,Low Risk
0.11049534,11.0,0,Low Risk
0.13370666,13.4,0,Low Risk
0.26594394,26.6,0,Low Risk
0.26594394,26.6,0,Low Risk
0.0455694,4.6,0,Low Risk
0.12090183,12.1,0,Low Risk
0.7104243,71.0,1,High Risk
0.5593633,55.9,0,Medium Risk
0.8350471,83.5,1,Critical Risk
0.15034246,15.0,0,Low Risk
0.2546167,25.5,0,Low Risk
0.468186,46.8,0,Medium Risk
0.2354038,23.5,0,Low Risk
0.10653758,10.7,0,Low Risk
0.10692737,10.7,0,Low Risk
0.7637586,76.4,1,High Risk
0.62466204,62.5,1,High Risk
0.01126618,1.1,0,Low Risk
0.01722037,1.7,0,Low Risk
0.62101626,62.1,0,High Risk
0.67464334,67.5,1,High Risk
0.014450868,1.4,0,Low Risk
0.76760143,76.8,1,High Risk
0.5696756,57.0,1,Medium Risk
0.7808018,78.1,0,High Risk
0.63856924,63.9,0,High Risk
0.4761104,47.6,0,Medium Risk
0.014450868,1.4,0,Low Risk
0.7894205,78.9,1,High Risk
0.22576083,22.6,0,Low Risk
0.054649744,5.5,0,Low Risk
0.12428631,12.4,0,Low Risk
0.09774882,9.8,0,Low Risk
0.2194533,21.9,0,Low Risk
0.01126618,1.1,0,Low Risk
0.8362922,83.6,1,Critical Risk
0.85312486,85.3,1,Critical Risk
0.87249494,87.2,1,Critical Risk
0.20625547,20.6,0,Low Risk
0.01126618,1.1,0,Low Risk
0.8805354,88.1,1,Critical Risk
0.15161528,15.2,0,Low Risk
0.10574683,10.6,0,Low Risk
0.9726114,97.3,1,Critical Risk
0.15872848,15.9,0,Low Risk
0.53216493,53.2,0,Medium Risk
0.7607195,76.1,1,High Risk
0.92126036,92.1,1,Critical Risk
0.24515988,24.5,0,Low Risk
0.5756908,57.6,0,Medium Risk
0.15866376,15.9,0,Low Risk
0.0909019,9.1,0,Low Risk
0.78746766,78.7,1,High Risk
0.8827408,88.3,1,Critical Risk
0.014828263,1.5,0,Low Risk
0.9048531,90.5,1,Critical Risk
0.014944473,1.5,0,Low Risk
0.53770655,53.8,0,Medium Risk
0.6392271,63.9,0,High Risk
0.6838183,68.4,1,High Risk
0.52495927,52.5,0,Medium Risk
0.01126618,1.1,0,Low Risk
0.4635632,46.4,1,Medium Risk
0.44555333,44.6,0,Medium Risk
0.73742527,73.7,1,High Risk
0.113617904,11.4,0,Low Risk
0.6586264,65.9,1,High Risk
0.8549149,85.5,1,Critical Risk
0.15923345,15.9,0,Low Risk
0.20106034,20.1,0,Low Risk
0.36442634,36.4,0,Medium Risk
0.5771064,57.7,1,Medium Risk
0.8010059,80.1,1,Critical Risk
0.034432355,3.4,0,Low Risk
0.21444109,21.4,0,Low Risk
0.35967898,36.0,0,Medium Risk
0.23018329,23.0,0,Low Risk
0.71493375,71.5,1,High Risk
0.891998,89.2,1,Critical Risk
0.22503828,22.5,0,Low Risk
0.056245774,5.6,0,Low Risk
0.6018171,60.2,0,High Risk
0.41194272,41.2,0,Medium Risk
0.9648747,96.5,1,Critical Risk
0.7116144,71.2,1,High Risk
0.6742325,67.4,0,High Risk
0.11128963,11.1,0,Low Risk
0.2715425,27.2,0,Low Risk
0.09889021,9.9,0,Low Risk
0.8100257,81.0,1,Critical Risk
0.668427,66.8,1,High Risk
0.20320791,20.3,0,Low Risk
0.53701633,53.7,0,Medium Risk
0.23107284,23.1,0,Low Risk
0.39805388,39.8,0,Medium Risk
0.014519809,1.5,0,Low Risk
0.37831607,37.8,0,Medium Risk
0.44946268,44.9,0,Medium Risk
0.14220741,14.2,0,Low Risk
0.250499,25.0,0,Low Risk
0.014519809,1.5,0,Low Risk
0.20409103,20.4,0,Low Risk
0.030047726,3.0,0,Low Risk
0.01126618,1.1,0,Low Risk
0.23324767,23.3,0,Low Risk
0.49823594,49.8,0,Medium Risk
0.34733978,34.7,0,Medium Risk
0.51041085,51.0,1,Medium Risk
0.01126618,1.1,0,Low Risk
0.56450766,56.5,0,Medium Risk
0.20609319,20.6,0,Low Risk
0.1722843,17.2,0,Low Risk
0.014450868,1.4,0,Low Risk
0.60269856,60.3,1,High Risk
0.7208931,72.1,0,High Risk
0.0965741,9.7,0,Low Risk
0.88163567,88.2,1,Critical Risk
0.40492705,40.5,0,Medium Risk
0.55569106,55.6,0,Medium Risk
0.718305,71.8,1,High Risk
0.5644502,56.4,0,Medium Risk
0.12575167,12.6,0,Low Risk
0.24979363,25.0,0,Low Risk
0.0855565,8.6,0,Low Risk
0.2840904,28.4,0,Low Risk
0.1632812,16.3,0,Low Risk
0.38913423,38.9,0,Medium Risk
0.57324094,57.3,0,Medium Risk
0.012059209,1.2,0,Low Risk
0.7103485,71.0,0,High Risk
0.20382419,20.4,0,Low Risk
0.17663902,17.7,0,Low Risk
0.8756556,87.6,0,Critical Risk
0.10633956,10.6,0,Low Risk
0.27040842,27.0,0,Low Risk
0.016108437,1.6,0,Low Risk
0.1237264,12.4,0,Low Risk
0.9394386,93.9,1,Critical Risk
0.6967243,69.7,0,High Risk
0.5453525,54.5,0,Medium Risk
0.11917559,11.9,0,Low Risk
0.79643655,79.6,1,High Risk
0.018558677,1.9,0,Low Risk
0.7601529,76.0,1,High Risk
0.060852192,6.1,0,Low Risk
0.2156018,21.6,0,Low Risk
0.6805221,68.1,0,High Risk
0.01126618,1.1,0,Low Risk
0.17839094,17.8,0,Low Risk
0.02045526,2.0,0,Low Risk
0.23801866,23.8,0,Low Risk
0.30836806,30.8,0,Medium Risk
0.6782527,67.8,1,High Risk
0.08825934,8.8,0,Low Risk
0.7452164,74.5,1,High Risk
0.9168757,91.7,1,Critical Risk
0.27708936,27.7,0,Low Risk
0.43274578,43.3,0,Medium Risk
0.360675,36.1,0,Medium Risk
0.014450868,1.4,0,Low Risk
0.6706074,67.1,1,High Risk
0.09290856,9.3,0,Low Risk
0.24915043,24.9,0,Low Risk
0.54593664,54.6,0,Medium Risk
0.7003273,70.0,1,High Risk
0.72337794,72.3,0,High Risk
0.37913996,37.9,0,Medium Risk
0.6084797,60.8,0,High Risk
0.78430736,78.4,0,High Risk
0.26439464,26.4,0,Low Risk
0.9726114,97.3,1,Critical Risk
0.089872696,9.0,0,Low Risk
0.31073806,31.1,0,Medium Risk
0.9673373,96.7,1,Critical Risk
0.01126618,1.1,0,Low Risk
0.3409031,34.1,0,Medium Risk
0.8446902,84.5,1,Critical Risk
0.034432355,3.4,0,Low Risk
0.7323533,73.2,1,High Risk
0.58376205,58.4,1,Medium Risk
0.07643109,7.6,0,Low Risk
0.10470688,10.5,0,Low Risk
0.6839887,68.4,1,High Risk
0.35705242,35.7,0,Medium Risk
0.18620625,18.6,0,Low Risk
0.44180685,44.2,0,Medium Risk
0.7915401,79.2,1,High Risk
0.17840412,17.8,0,Low Risk
0.67533946,67.5,0,High Risk
0.34259385,34.3,0,Medium Risk
0.84552926,84.6,1,Critical Risk
0.01126618,1.1,0,Low Risk
0.3947706,39.5,0,Medium Risk
0.17898859,17.9,0,Low Risk
0.9336105,93.4,1,Critical Risk
0.8112544,81.1,1,Critical Risk
0.19082296,19.1,0,Low Risk
0.21402214,21.4,0,Low Risk
0.21615738,21.6,0,Low Risk
0.5982745,59.8,1,Medium Risk
0.41353798,41.4,0,Medium Risk
0.37539062,37.5,0,Medium Risk
0.60079694,60.1,1,High Risk
0.5587337,55.9,0,Medium Risk
0.11181621,11.2,0,Low Risk
0.71402425,71.4,0,High Risk
0.014944473,1.5,0,Low Risk
0.9673373,96.7,1,Critical Risk
0.06612621,6.6,0,Low Risk
0.014519809,1.5,0,Low Risk
0.41353798,41.4,0,Medium Risk
0.28369647,28.4,0,Low Risk
0.5811217,58.1,1,Medium Risk
0.86221725,86.2,1,Critical Risk
0.034432355,3.4,0,Low Risk
0.20777595,20.8,0,Low Risk
0.73671144,73.7,1,High Risk
0.71958715,72.0,1,High Risk
0.25401455,25.4,0,Low Risk
0.58639115,58.6,0,Medium Risk
0.7996223,80.0,1,High Risk
0.3059517,30.6,0,Medium Risk
0.1594173,15.9,0,Low Risk
0.2167995,21.7,0,Low Risk
0.51670516,51.7,1,Medium Risk
0.14624701,14.6,0,Low Risk
0.092426114,9.2,0,Low Risk
0.6654339,66.5,1,High Risk
0.8935136,89.4,1,Critical Risk
0.11748727,11.7,0,Low Risk
0.1930742,19.3,0,Low Risk
0.50583166,50.6,0,Medium Risk
0.013516855,1.4,0,Low Risk
0.39965302,40.0,0,Medium Risk
0.6520909,65.2,1,High Risk
0.58231086,58.2,1,Medium Risk
0.7304579,73.0,0,High Risk
0.8439486,84.4,1,Critical Risk
0.42120147,42.1,0,Medium Risk
0.16426012,16.4,1,Low Risk
0.31095862,31.1,0,Medium Risk
0.13058645,13.1,0,Low Risk
0.6055695,60.6,0,High Risk
0.030515058,3.1,0,Low Risk
0.058826763,5.9,0,Low Risk
0.07394035,7.4,0,Low Risk
0.69409347,69.4,0,High Risk
0.96486145,96.5,1,Critical Risk
0.62936985,62.9,0,High Risk
0.3246033,32.5,0,Medium Risk
0.050505217,5.1,0,Low Risk
0.42042798,42.0,0,Medium Risk
0.01126618,1.1,0,Low Risk
0.34362867,34.4,0,Medium Risk
0.7301459,73.0,1,High Risk
0.30949825,30.9,0,Medium Risk
0.7284751,72.8,1,High Risk
0.75674146,75.7,0,High Risk
0.11262206,11.3,0,Low Risk
0.014944473,1.5,0,Low Risk
0.11968959,12.0,0,Low Risk
0.20385051,20.4,0,Low Risk
0.60865355,60.9,1,High Risk
0.014450868,1.4,0,Low Risk
0.4966981,49.7,0,Medium Risk
0.37694782,37.7,0,Medium Risk
0.6902761,69.0,0,High Risk
0.89120644,89.1,1,Critical Risk
0.04624789,4.6,0,Low Risk
0.01126618,1.1,0,Low Risk
0.092567645,9.3,0,Low Risk
0.014450868,1.4,0,Low Risk
0.100121446,10.0,0,Low Risk
0.5282825,52.8,0,Medium Risk
0.014450868,1.4,0,Low Risk
0.7020517,70.2,1,High Risk
0.15007327,15.0,0,Low Risk
0.9726114,97.3,1,Critical Risk
0.45347583,45.3,0,Medium Risk
0.014450868,1.4,0,Low Risk
0.014519809,1.5,0,Low Risk
0.014450868,1.4,0,Low Risk
0.49141422,49.1,0,Medium Risk
0.014969035,1.5,0,Low Risk
0.01126618,1.1,0,Low Risk
0.15483141,15.5,0,Low Risk
0.12918805,12.9,0,Low Risk
0.5876749,58.8,1,Medium Risk
0.07395508,7.4,0,Low Risk
0.6796205,68.0,0,High Risk
0.8467994,84.7,1,Critical Risk
0.88893384,88.9,1,Critical Risk
0.15176782,15.2,0,Low Risk
0.81294787,81.3,1,Critical Risk
0.972636,97.3,1,Critical Risk
0.57713926,57.7,0,Medium Risk
0.36272284,36.3,0,Medium Risk
0.38181522,38.2,0,Medium Risk
0.43597034,43.6,0,Medium Risk
0.28915894,28.9,0,Low Risk
0.19962531,20.0,0,Low Risk
0.01126618,1.1,0,Low Risk
0.5524535,55.2,0,Medium Risk
0.9403025,94.0,1,Critical Risk
0.15430741,15.4,0,Low Risk
0.025168128,2.5,0,Low Risk
0.11887167,11.9,0,Low Risk
0.15865506,15.9,0,Low Risk
0.34656224,34.7,0,Medium Risk
0.3864295,38.6,0,Medium Risk
0.12758835,12.8,0,Low Risk
0.9392809,93.9,1,Critical Risk
0.020501904,2.1,0,Low Risk
0.060852192,6.1,0,Low Risk
0.86638016,86.6,1,Critical Risk
0.84886396,84.9,1,Critical Risk
0.049861986,5.0,0,Low Risk
0.9341451,93.4,1,Critical Risk
0.45761195,45.8,0,Medium Risk
0.6116331,61.2,0,High Risk
0.014944473,1.5,0,Low Risk
0.14196226,14.2,0,Low Risk
0.7563061,75.6,1,High Risk
0.6778078,67.8,1,High Risk
0.23013738,23.0,0,Low Risk
0.32651043,32.7,0,Medium Risk
0.3793558,37.9,1,Medium Risk
0.25770277,25.8,0,Low Risk
0.14648046,14.6,0,Low Risk
0.01126618,1.1,0,Low Risk
0.9673373,96.7,1,Critical Risk
0.6276382,62.8,1,High Risk
0.034432355,3.4,0,Low Risk
0.056245774,5.6,0,Low Risk
0.7210545,72.1,0,High Risk
0.9415466,94.2,1,Critical Risk
0.5309924,53.1,0,Medium Risk
0.06970228,7.0,0,Low Risk
0.13224638,13.2,0,Low Risk
0.96871716,96.9,1,Critical Risk
0.17860647,17.9,0,Low Risk
0.5066135,50.7,1,Medium Risk
0.3873759,38.7,0,Medium Risk
0.02259811,2.3,0,Low Risk
0.13925906,13.9,0,Low Risk
0.014519809,1.5,0,Low Risk
0.36639225,36.6,0,Medium Risk
0.7677798,76.8,1,High Risk
0.3174256,31.7,0,Medium Risk
0.23508258,23.5,0,Low Risk
0.53381115,53.4,0,Medium Risk
0.57338256,57.3,0,Medium Risk
0.7836013,78.4,1,High Risk
0.13381788,13.4,0,Low Risk
0.014519809,1.5,0,Low Risk
0.2343954,23.4,0,Low Risk
0.38972247,39.0,0,Medium Risk
0.6490012,64.9,1,High Risk
0.123174585,12.3,0,Low Risk
0.04500094,4.5,0,Low Risk
0.42057374,42.1,0,Medium Risk
0.016108437,1.6,0,Low Risk
0.26281747,26.3,0,Low Risk
0.073517114,7.4,0,Low Risk
0.40298662,40.3,0,Medium Risk
0.88127893,88.1,0,Critical Risk
0.3225128,32.3,0,Medium Risk
0.16710147,16.7,0,Low Risk
0.6687652,66.9,1,High Risk
0.39422107,39.4,0,Medium Risk
0.8491989,84.9,1,Critical Risk
0.014944473,1.5,0,Low Risk
0.014944473,1.5,0,Low Risk
0.37277555,37.3,0,Medium Risk
0.19458362,19.5,0,Low Risk
0.8762021,87.6,1,Critical Risk
0.5577423,55.8,0,Medium Risk
0.42915708,42.9,0,Medium Risk
0.014519809,1.5,0,Low Risk
0.034432355,3.4,0,Low Risk
0.09057279,9.1,0,Low Risk
0.014519809,1.5,0,Low Risk
0.9149742,91.5,1,Critical Risk
0.24710844,24.7,0,Low Risk
0.77124953,77.1,1,High Risk
0.850756,85.1,1,Critical Risk
0.11527067,11.5,0,Low Risk
0.927202,92.7,1,Critical Risk
0.3440574,34.4,0,Medium Risk
0.13835065,13.8,0,Low Risk
0.5121066,51.2,0,Medium Risk
0.1143045,11.4,0,Low Risk
0.6959891,69.6,0,High Risk
0.19878556,19.9,0,Low Risk
0.050505217,5.1,0,Low Risk
0.9173037,91.7,1,Critical Risk
0.8255112,82.6,1,Critical Risk
0.19623968,19.6,0,Low Risk
0.26520732,26.5,0,Low Risk
0.29312792,29.3,0,Low Risk
0.41514412,41.5,0,Medium Risk
0.014450868,1.4,0,Low Risk
0.016108437,1.6,0,Low Risk
0.6231486,62.3,1,High Risk
0.9055553,90.6,1,Critical Risk
0.5071256,50.7,0,Medium Risk
0.24201673,24.2,0,Low Risk
0.78806883,78.8,1,High Risk
0.7056205,70.6,1,High Risk
0.9726114,97.3,1,Critical Risk
0.91783,91.8,1,Critical Risk
0.38317618,38.3,0,Medium Risk
0.01126618,1.1,0,Low Risk
0.33707896,33.7,1,Medium Risk
0.33031765,33.0,0,Medium Risk
0.82661206,82.7,1,Critical Risk
0.7111242,71.1,1,High Risk
0.01126618,1.1,0,Low Risk
0.07338355,7.3,0,Low Risk
0.061341334,6.1,0,Low Risk
0.01126618,1.1,0,Low Risk
0.32613382,32.6,0,Medium Risk
0.6147038,61.5,0,High Risk
0.016108437,1.6,0,Low Risk
0.36993015,37.0,0,Medium Risk
0.0911859,9.1,0,Low Risk
0.49954915,50.0,0,Medium Risk
0.5719564,57.2,0,Medium Risk
0.014450868,1.4,0,Low Risk
0.01126618,1.1,0,Low Risk
0.014519809,1.5,0,Low Risk
0.2730311,27.3,0,Low Risk
0.63517106,63.5,1,High Risk
0.014450868,1.4,0,Low Risk
0.748431,74.8,1,High Risk
0.014450868,1.4,0,Low Risk
0.71171117,71.2,1,High Risk
0.10110973,10.1,0,Low Risk
0.28010347,28.0,0,Low Risk
0.5121066,51.2,0,Medium Risk
0.5096636,51.0,0,Medium Risk
0.3986396,39.9,0,Medium Risk
0.61151993,61.2,0,High Risk
0.8693685,86.9,1,Critical Risk
0.15422633,15.4,0,Low Risk
0.18982433,19.0,0,Low Risk
0.03853603,3.9,0,Low Risk
0.75924915,75.9,0,High Risk
0.22478642,22.5,0,Low Risk
0.056245774,5.6,0,Low Risk
0.50012213,50.0,1,Medium Risk
0.7539047,75.4,1,High Risk
0.5104201,51.0,0,Medium Risk
0.29225847,29.2,0,Low Risk
0.5104455,51.0,1,Medium Risk
0.55582464,55.6,0,Medium Risk
0.4882295,48.8,0,Medium Risk
0.050505217,5.1,0,Low Risk
0.060852192,6.1,0,Low Risk
0.82661206,82.7,1,Critical Risk
0.6095952,61.0,1,High Risk
0.30392691,30.4,1,Medium Risk
0.01126618,1.1,0,Low Risk
0.75236094,75.2,1,High Risk
0.9673373,96.7,1,Critical Risk
0.014519809,1.5,0,Low Risk
0.6319139,63.2,0,High Risk
0.11599743,11.6,0,Low Risk
0.58996904,59.0,0,Medium Risk
0.014519809,1.5,0,Low Risk
0.057086885,5.7,0,Low Risk
0.014450868,1.4,0,Low Risk
0.11242885,11.2,0,Low Risk
0.16964504,17.0,0,Low Risk
0.6869501,68.7,1,High Risk
0.6187566,61.9,0,High Risk
0.77335507,77.3,1,High Risk
0.2987408,29.9,1,Low Risk
0.15139292,15.1,0,Low Risk
0.5333122,53.3,0,Medium Risk
0.8684083,86.8,1,Critical Risk
0.3063982,30.6,0,Medium Risk
0.15176782,15.2,0,Low Risk
0.13702299,13.7,0,Low Risk
0.59586966,59.6,0,Medium Risk
0.21622513,21.6,0,Low Risk
0.17690852,17.7,0,Low Risk
0.014519809,1.5,0,Low Risk
0.08337643,8.3,0,Low Risk
0.61157674,61.2,0,High Risk
0.014450868,1.4,0,Low Risk
0.51296234,51.3,0,Medium Risk
0.593759,59.4,0,Medium Risk
0.14012738,14.0,0,Low Risk
0.14897563,14.9,0,Low Risk
0.01126618,1.1,0,Low Risk
0.121666625,12.2,0,Low Risk
0.030047726,3.0,0,Low Risk
0.01126618,1.1,0,Low Risk
0.88754004,88.8,1,Critical Risk
0.5121066,51.2,0,Medium Risk
0.40926892,40.9,0,Medium Risk
0.20204781,20.2,0,Low Risk
0.8447803,84.5,1,Critical Risk
0.23590292,23.6,0,Low Risk
0.24834105,24.8,0,Low Risk
0.1775014,17.8,0,Low Risk
0.6649861,66.5,1,High Risk
0.58379906,58.4,0,Medium Risk
0.841974,84.2,1,Critical Risk
0.014519809,1.5,0,Low Risk
0.24264768,24.3,0,Low Risk
0.11907764,11.9,0,Low Risk
0.3695816,37.0,0,Medium Risk
0.01126618,1.1,0,Low Risk
0.87107635,87.1,0,Critical Risk
0.4043418,40.4,0,Medium Risk
0.014450868,1.4,0,Low Risk
0.016108437,1.6,0,Low Risk
0.69270605,69.3,1,High Risk
0.09407756,9.4,0,Low Risk
0.109223,10.9,0,Low Risk
0.36007857,36.0,1,Medium Risk
0.014519809,1.5,0,Low Risk
0.4821519,48.2,0,Medium Risk
0.4678788,46.8,0,Medium Risk
0.8152234,81.5,1,Critical Risk
0.7254131,72.5,0,High Risk
0.50721216,50.7,1,Medium Risk
0.5582697,55.8,0,Medium Risk
0.27051046,27.1,0,Low Risk
0.30248538,30.2,0,Medium Risk
0.61449045,61.4,0,High Risk
0.014450868,1.4,0,Low Risk
0.18258266,18.3,0,Low Risk
0.14919186,14.9,0,Low Risk
0.15132299,15.1,0,Low Risk
0.9386809,93.9,1,Critical Risk
0.6882865,68.8,0,High Risk
0.30248538,30.2,0,Medium Risk
0.24308048,24.3,0,Low Risk
0.8616399,86.2,1,Critical Risk
0.8634148,86.3,1,Critical Risk
0.86284995,86.3,1,Critical Risk
0.12068478,12.1,0,Low Risk
0.2736748,27.4,0,Low Risk
0.03900136,3.9,0,Low Risk
0.05702714,5.7,0,Low Risk
0.20359793,20.4,0,Low Risk
0.014450868,1.4,0,Low Risk
0.5890079,58.9,1,Medium Risk
0.49246827,49.2,0,Medium Risk
0.35405305,35.4,0,Medium Risk
0.5651017,56.5,0,Medium Risk
0.19399619,19.4,0,Low Risk
0.4246829,42.5,0,Medium Risk
0.273305,27.3,1,Low Risk
0.14111795,14.1,0,Low Risk
0.014944473,1.5,0,Low Risk
0.5891291,58.9,0,Medium Risk
0.014450868,1.4,0,Low Risk
0.9351336,93.5,1,Critical Risk
0.09012939,9.0,0,Low Risk
0.12150041,12.2,0,Low Risk
0.48445022,48.4,0,Medium Risk
0.112067185,11.2,0,Low Risk
0.1493454,14.9,0,Low Risk
0.23513567,23.5,0,Low Risk
0.016108437,1.6,0,Low Risk
0.06428255,6.4,0,Low Risk
0.016108437,1.6,0,Low Risk
0.9673373,96.7,1,Critical Risk
0.60955936,61.0,0,High Risk
0.13817635,13.8,0,Low Risk
0.9012486,90.1,1,Critical Risk
0.3225128,32.3,0,Medium Risk
0.11532126,11.5,0,Low Risk
0.8245654,82.5,1,Critical Risk
0.022517407,2.3,0,Low Risk
0.42505118,42.5,0,Medium Risk
0.90325165,90.3,1,Critical Risk
0.014450868,1.4,0,Low Risk
0.63856924,63.9,0,High Risk
0.5595913,56.0,1,Medium Risk
0.5550509,55.5,0,Medium Risk
0.03141337,3.1,0,Low Risk
0.011836438,1.2,0,Low Risk
0.7358404,73.6,1,High Risk
0.7651668,76.5,1,High Risk
0.0067571206,0.7,0,Low Risk
0.014944473,1.5,0,Low Risk
0.9648747,96.5,1,Critical Risk
0.83849597,83.8,1,Critical Risk
0.40877655,40.9,0,Medium Risk
0.03269586,3.3,0,Low Risk
0.060424007,6.0,0,Low Risk
0.7421612,74.2,1,High Risk
0.31023607,31.0,0,Medium Risk
0.28530076,28.5,0,Low Risk
0.30261904,30.3,1,Medium Risk
0.56118536,56.1,0,Medium Risk
0.053810388,5.4,0,Low Risk
0.060863763,6.1,0,Low Risk
0.1017979,10.2,0,Low Risk
0.056245774,5.6,0,Low Risk
0.23454225,23.5,0,Low Risk
0.03811902,3.8,0,Low Risk
0.30709755,30.7,0,Medium Risk
0.01126618,1.1,0,Low Risk
0.62774855,62.8,1,High Risk
0.613613,61.4,1,High Risk
0.022545336,2.3,0,Low Risk
0.014519809,1.5,0,Low Risk
0.7562369,75.6,1,High Risk
0.014450868,1.4,0,Low Risk
0.122599,12.3,0,Low Risk
0.0662488,6.6,0,Low Risk
0.1029454,10.3,0,Low Risk
0.09889074,9.9,0,Low Risk
0.12718247,12.7,0,Low Risk
0.014519809,1.5,0,Low Risk
0.08650012,8.7,0,Low Risk
0.1027927,10.3,0,Low Risk
0.8323847,83.2,1,Critical Risk
0.9415466,94.2,1,Critical Risk
0.17987995,18.0,0,Low Risk
0.29940474,29.9,0,Low Risk
0.06294878,6.3,0,Low Risk
0.43248567,43.2,0,Medium Risk
0.1271555,12.7,0,Low Risk
0.014450868,1.4,0,Low Risk
0.38839442,38.8,1,Medium Risk
0.026998896,2.7,0,Low Risk
0.54522914,54.5,1,Medium Risk
0.71525794,71.5,1,High Risk
0.15370674,15.4,0,Low Risk
0.2821413,28.2,0,Low Risk
0.7563061,75.6,1,High Risk
0.7279843,72.8,0,High Risk
0.014519809,1.5,0,Low Risk
0.9195952,92.0,1,Critical Risk
0.014450868,1.4,0,Low Risk
0.23600131,23.6,0,Low Risk
0.10838279,10.8,0,Low Risk
0.6824091,68.2,1,High Risk
0.25971594,26.0,0,Low Risk
